pipeline,model,format,task,correct,total,accuracy_pct
VLM,InternVL3.5-14B,html,table_partition,222,629,35.3
VLM,InternVL3.5-14B,html,table_first_cell,546,629,86.8
VLM,InternVL3.5-14B,html,table_last_cell,430,629,68.4
VLM,InternVL3.5-14B,html,size_detection,140,629,22.3
VLM,InternVL3.5-14B,html,number_of_rows,348,629,55.3
VLM,InternVL3.5-14B,html,number_of_columns,565,629,89.8
VLM,InternVL3.5-14B,html,cell_lookup,98,629,15.6
VLM,InternVL3.5-14B,html,reverse_lookup,99,629,15.7
VLM,InternVL3.5-14B,html,column_retrieval,532,629,84.6
VLM,InternVL3.5-14B,html,row_retrieval,26,629,4.1
VLM,InternVL3.5-14B,html,OVERALL,3006,6290,47.8
VLM,InternVL3.5-14B,markdown,table_partition,199,629,31.6
VLM,InternVL3.5-14B,markdown,table_first_cell,522,629,83.0
VLM,InternVL3.5-14B,markdown,table_last_cell,411,629,65.3
VLM,InternVL3.5-14B,markdown,size_detection,203,629,32.3
VLM,InternVL3.5-14B,markdown,number_of_rows,321,629,51.0
VLM,InternVL3.5-14B,markdown,number_of_columns,545,629,86.6
VLM,InternVL3.5-14B,markdown,cell_lookup,128,629,20.3
VLM,InternVL3.5-14B,markdown,reverse_lookup,148,629,23.5
VLM,InternVL3.5-14B,markdown,column_retrieval,559,629,88.9
VLM,InternVL3.5-14B,markdown,row_retrieval,34,629,5.4
VLM,InternVL3.5-14B,markdown,OVERALL,3070,6290,48.8
VLM,InternVL3.5-14B,latex,table_partition,239,629,38.0
VLM,InternVL3.5-14B,latex,table_first_cell,557,629,88.6
VLM,InternVL3.5-14B,latex,table_last_cell,452,629,71.9
VLM,InternVL3.5-14B,latex,size_detection,103,629,16.4
VLM,InternVL3.5-14B,latex,number_of_rows,180,629,28.6
VLM,InternVL3.5-14B,latex,number_of_columns,523,629,83.1
VLM,InternVL3.5-14B,latex,cell_lookup,119,629,18.9
VLM,InternVL3.5-14B,latex,reverse_lookup,143,629,22.7
VLM,InternVL3.5-14B,latex,column_retrieval,567,629,90.1
VLM,InternVL3.5-14B,latex,row_retrieval,40,629,6.4
VLM,InternVL3.5-14B,latex,OVERALL,2923,6290,46.5
VLM,InternVL3.5-30B-A3B,html,table_partition,0,629,0.0
VLM,InternVL3.5-30B-A3B,html,table_first_cell,559,629,88.9
VLM,InternVL3.5-30B-A3B,html,table_last_cell,497,629,79.0
VLM,InternVL3.5-30B-A3B,html,size_detection,55,629,8.7
VLM,InternVL3.5-30B-A3B,html,number_of_rows,251,629,39.9
VLM,InternVL3.5-30B-A3B,html,number_of_columns,557,629,88.6
VLM,InternVL3.5-30B-A3B,html,cell_lookup,112,629,17.8
VLM,InternVL3.5-30B-A3B,html,reverse_lookup,58,629,9.2
VLM,InternVL3.5-30B-A3B,html,column_retrieval,338,629,53.7
VLM,InternVL3.5-30B-A3B,html,row_retrieval,14,629,2.2
VLM,InternVL3.5-30B-A3B,html,OVERALL,2441,6290,38.8
VLM,InternVL3.5-30B-A3B,markdown,table_partition,0,629,0.0
VLM,InternVL3.5-30B-A3B,markdown,table_first_cell,534,629,84.9
VLM,InternVL3.5-30B-A3B,markdown,table_last_cell,481,629,76.5
VLM,InternVL3.5-30B-A3B,markdown,size_detection,158,629,25.1
VLM,InternVL3.5-30B-A3B,markdown,number_of_rows,353,629,56.1
VLM,InternVL3.5-30B-A3B,markdown,number_of_columns,538,629,85.5
VLM,InternVL3.5-30B-A3B,markdown,cell_lookup,154,629,24.5
VLM,InternVL3.5-30B-A3B,markdown,reverse_lookup,82,629,13.0
VLM,InternVL3.5-30B-A3B,markdown,column_retrieval,408,629,64.9
VLM,InternVL3.5-30B-A3B,markdown,row_retrieval,28,629,4.5
VLM,InternVL3.5-30B-A3B,markdown,OVERALL,2736,6290,43.5
VLM,InternVL3.5-30B-A3B,latex,table_partition,0,629,0.0
VLM,InternVL3.5-30B-A3B,latex,table_first_cell,561,629,89.2
VLM,InternVL3.5-30B-A3B,latex,table_last_cell,507,629,80.6
VLM,InternVL3.5-30B-A3B,latex,size_detection,79,629,12.6
VLM,InternVL3.5-30B-A3B,latex,number_of_rows,280,629,44.5
VLM,InternVL3.5-30B-A3B,latex,number_of_columns,525,629,83.5
VLM,InternVL3.5-30B-A3B,latex,cell_lookup,135,629,21.5
VLM,InternVL3.5-30B-A3B,latex,reverse_lookup,100,629,15.9
VLM,InternVL3.5-30B-A3B,latex,column_retrieval,439,629,69.8
VLM,InternVL3.5-30B-A3B,latex,row_retrieval,25,629,4.0
VLM,InternVL3.5-30B-A3B,latex,OVERALL,2651,6290,42.1
VLM,Qwen3-VL-30B-A3B-Instruct,html,table_partition,316,629,50.2
VLM,Qwen3-VL-30B-A3B-Instruct,html,table_first_cell,582,629,92.5
VLM,Qwen3-VL-30B-A3B-Instruct,html,table_last_cell,536,629,85.2
VLM,Qwen3-VL-30B-A3B-Instruct,html,size_detection,207,629,32.9
VLM,Qwen3-VL-30B-A3B-Instruct,html,number_of_rows,278,629,44.2
VLM,Qwen3-VL-30B-A3B-Instruct,html,number_of_columns,578,629,91.9
VLM,Qwen3-VL-30B-A3B-Instruct,html,cell_lookup,133,629,21.1
VLM,Qwen3-VL-30B-A3B-Instruct,html,reverse_lookup,153,629,24.3
VLM,Qwen3-VL-30B-A3B-Instruct,html,column_retrieval,447,629,71.1
VLM,Qwen3-VL-30B-A3B-Instruct,html,row_retrieval,1,629,0.2
VLM,Qwen3-VL-30B-A3B-Instruct,html,OVERALL,3231,6290,51.4
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,table_partition,252,629,40.1
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,table_first_cell,553,629,87.9
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,table_last_cell,495,629,78.7
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,size_detection,201,629,32.0
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,number_of_rows,262,629,41.7
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,number_of_columns,550,629,87.4
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,cell_lookup,136,629,21.6
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,reverse_lookup,158,629,25.1
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,column_retrieval,559,629,88.9
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,row_retrieval,7,629,1.1
VLM,Qwen3-VL-30B-A3B-Instruct,markdown,OVERALL,3173,6290,50.4
VLM,Qwen3-VL-30B-A3B-Instruct,latex,table_partition,287,629,45.6
VLM,Qwen3-VL-30B-A3B-Instruct,latex,table_first_cell,583,629,92.7
VLM,Qwen3-VL-30B-A3B-Instruct,latex,table_last_cell,517,629,82.2
VLM,Qwen3-VL-30B-A3B-Instruct,latex,size_detection,215,629,34.2
VLM,Qwen3-VL-30B-A3B-Instruct,latex,number_of_rows,253,629,40.2
VLM,Qwen3-VL-30B-A3B-Instruct,latex,number_of_columns,550,629,87.4
VLM,Qwen3-VL-30B-A3B-Instruct,latex,cell_lookup,140,629,22.3
VLM,Qwen3-VL-30B-A3B-Instruct,latex,reverse_lookup,172,629,27.3
VLM,Qwen3-VL-30B-A3B-Instruct,latex,column_retrieval,527,629,83.8
VLM,Qwen3-VL-30B-A3B-Instruct,latex,row_retrieval,25,629,4.0
VLM,Qwen3-VL-30B-A3B-Instruct,latex,OVERALL,3269,6290,52.0
VLM,Qwen3-VL-8B-Instruct,html,table_partition,150,629,23.8
VLM,Qwen3-VL-8B-Instruct,html,table_first_cell,587,629,93.3
VLM,Qwen3-VL-8B-Instruct,html,table_last_cell,509,629,80.9
VLM,Qwen3-VL-8B-Instruct,html,size_detection,51,629,8.1
VLM,Qwen3-VL-8B-Instruct,html,number_of_rows,161,629,25.6
VLM,Qwen3-VL-8B-Instruct,html,number_of_columns,562,629,89.3
VLM,Qwen3-VL-8B-Instruct,html,cell_lookup,170,629,27.0
VLM,Qwen3-VL-8B-Instruct,html,reverse_lookup,167,629,26.6
VLM,Qwen3-VL-8B-Instruct,html,column_retrieval,567,629,90.1
VLM,Qwen3-VL-8B-Instruct,html,row_retrieval,6,629,1.0
VLM,Qwen3-VL-8B-Instruct,html,OVERALL,2930,6290,46.6
VLM,Qwen3-VL-8B-Instruct,markdown,table_partition,155,629,24.6
VLM,Qwen3-VL-8B-Instruct,markdown,table_first_cell,552,629,87.8
VLM,Qwen3-VL-8B-Instruct,markdown,table_last_cell,493,629,78.4
VLM,Qwen3-VL-8B-Instruct,markdown,size_detection,92,629,14.6
VLM,Qwen3-VL-8B-Instruct,markdown,number_of_rows,200,629,31.8
VLM,Qwen3-VL-8B-Instruct,markdown,number_of_columns,567,629,90.1
VLM,Qwen3-VL-8B-Instruct,markdown,cell_lookup,176,629,28.0
VLM,Qwen3-VL-8B-Instruct,markdown,reverse_lookup,215,629,34.2
VLM,Qwen3-VL-8B-Instruct,markdown,column_retrieval,565,629,89.8
VLM,Qwen3-VL-8B-Instruct,markdown,row_retrieval,14,629,2.2
VLM,Qwen3-VL-8B-Instruct,markdown,OVERALL,3029,6290,48.2
VLM,Qwen3-VL-8B-Instruct,latex,table_partition,131,629,20.8
VLM,Qwen3-VL-8B-Instruct,latex,table_first_cell,586,629,93.2
VLM,Qwen3-VL-8B-Instruct,latex,table_last_cell,496,629,78.9
VLM,Qwen3-VL-8B-Instruct,latex,size_detection,90,629,14.3
VLM,Qwen3-VL-8B-Instruct,latex,number_of_rows,227,629,36.1
VLM,Qwen3-VL-8B-Instruct,latex,number_of_columns,558,629,88.7
VLM,Qwen3-VL-8B-Instruct,latex,cell_lookup,204,629,32.4
VLM,Qwen3-VL-8B-Instruct,latex,reverse_lookup,189,629,30.0
VLM,Qwen3-VL-8B-Instruct,latex,column_retrieval,563,629,89.5
VLM,Qwen3-VL-8B-Instruct,latex,row_retrieval,19,629,3.0
VLM,Qwen3-VL-8B-Instruct,latex,OVERALL,3063,6290,48.7
VLM,SmolVLM2-2.2B-Instruct,html,table_partition,1,629,0.2
VLM,SmolVLM2-2.2B-Instruct,html,table_first_cell,306,629,48.6
VLM,SmolVLM2-2.2B-Instruct,html,table_last_cell,199,629,31.6
VLM,SmolVLM2-2.2B-Instruct,html,size_detection,13,629,2.1
VLM,SmolVLM2-2.2B-Instruct,html,number_of_rows,169,629,26.9
VLM,SmolVLM2-2.2B-Instruct,html,number_of_columns,56,629,8.9
VLM,SmolVLM2-2.2B-Instruct,html,cell_lookup,7,629,1.1
VLM,SmolVLM2-2.2B-Instruct,html,reverse_lookup,39,629,6.2
VLM,SmolVLM2-2.2B-Instruct,html,column_retrieval,220,629,35.0
VLM,SmolVLM2-2.2B-Instruct,html,row_retrieval,0,629,0.0
VLM,SmolVLM2-2.2B-Instruct,html,OVERALL,1010,6290,16.1
VLM,SmolVLM2-2.2B-Instruct,markdown,table_partition,0,629,0.0
VLM,SmolVLM2-2.2B-Instruct,markdown,table_first_cell,123,629,19.6
VLM,SmolVLM2-2.2B-Instruct,markdown,table_last_cell,107,629,17.0
VLM,SmolVLM2-2.2B-Instruct,markdown,size_detection,3,629,0.5
VLM,SmolVLM2-2.2B-Instruct,markdown,number_of_rows,17,629,2.7
VLM,SmolVLM2-2.2B-Instruct,markdown,number_of_columns,4,629,0.6
VLM,SmolVLM2-2.2B-Instruct,markdown,cell_lookup,3,629,0.5
VLM,SmolVLM2-2.2B-Instruct,markdown,reverse_lookup,39,629,6.2
VLM,SmolVLM2-2.2B-Instruct,markdown,column_retrieval,35,629,5.6
VLM,SmolVLM2-2.2B-Instruct,markdown,row_retrieval,0,629,0.0
VLM,SmolVLM2-2.2B-Instruct,markdown,OVERALL,331,6290,5.3
VLM,SmolVLM2-2.2B-Instruct,latex,table_partition,0,629,0.0
VLM,SmolVLM2-2.2B-Instruct,latex,table_first_cell,311,629,49.4
VLM,SmolVLM2-2.2B-Instruct,latex,table_last_cell,217,629,34.5
VLM,SmolVLM2-2.2B-Instruct,latex,size_detection,1,629,0.2
VLM,SmolVLM2-2.2B-Instruct,latex,number_of_rows,119,629,18.9
VLM,SmolVLM2-2.2B-Instruct,latex,number_of_columns,53,629,8.4
VLM,SmolVLM2-2.2B-Instruct,latex,cell_lookup,7,629,1.1
