pipeline,model,format,task,correct,total,accuracy_pct
LLM,Qwen2.5-7B-Instruct,markdown,reverse_lookup,57,629,9.1
LLM,Qwen2.5-7B-Instruct,markdown,column_retrieval,328,629,52.1
LLM,Qwen2.5-7B-Instruct,markdown,row_retrieval,18,629,2.9
LLM,Qwen2.5-7B-Instruct,markdown,OVERALL,1946,6290,30.9
LLM,Qwen2.5-7B-Instruct,latex,table_partition,62,629,9.9
LLM,Qwen2.5-7B-Instruct,latex,table_first_cell,276,629,43.9
LLM,Qwen2.5-7B-Instruct,latex,table_last_cell,338,629,53.7
LLM,Qwen2.5-7B-Instruct,latex,size_detection,215,629,34.2
LLM,Qwen2.5-7B-Instruct,latex,number_of_rows,216,629,34.3
LLM,Qwen2.5-7B-Instruct,latex,number_of_columns,623,629,99.0
LLM,Qwen2.5-7B-Instruct,latex,cell_lookup,46,629,7.3
LLM,Qwen2.5-7B-Instruct,latex,reverse_lookup,31,629,4.9
LLM,Qwen2.5-7B-Instruct,latex,column_retrieval,383,629,60.9
LLM,Qwen2.5-7B-Instruct,latex,row_retrieval,28,629,4.5
LLM,Qwen2.5-7B-Instruct,latex,OVERALL,2218,6290,35.3
LLM,Qwen3-30B-A3B-Instruct-2507,html,table_partition,277,629,44.0
LLM,Qwen3-30B-A3B-Instruct-2507,html,table_first_cell,588,629,93.5
LLM,Qwen3-30B-A3B-Instruct-2507,html,table_last_cell,423,629,67.2
LLM,Qwen3-30B-A3B-Instruct-2507,html,size_detection,454,629,72.2
LLM,Qwen3-30B-A3B-Instruct-2507,html,number_of_rows,510,629,81.1
LLM,Qwen3-30B-A3B-Instruct-2507,html,number_of_columns,565,629,89.8
LLM,Qwen3-30B-A3B-Instruct-2507,html,cell_lookup,283,629,45.0
LLM,Qwen3-30B-A3B-Instruct-2507,html,reverse_lookup,155,629,24.6
LLM,Qwen3-30B-A3B-Instruct-2507,html,column_retrieval,511,629,81.2
LLM,Qwen3-30B-A3B-Instruct-2507,html,row_retrieval,24,629,3.8
LLM,Qwen3-30B-A3B-Instruct-2507,html,OVERALL,3790,6290,60.3
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,table_partition,144,629,22.9
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,table_first_cell,520,629,82.7
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,table_last_cell,346,629,55.0
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,size_detection,362,629,57.6
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,number_of_rows,475,629,75.5
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,number_of_columns,279,629,44.4
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,cell_lookup,184,629,29.3
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,reverse_lookup,57,629,9.1
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,column_retrieval,395,629,62.8
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,row_retrieval,8,629,1.3
LLM,Qwen3-30B-A3B-Instruct-2507,markdown,OVERALL,2770,6290,44.0
LLM,Qwen3-30B-A3B-Instruct-2507,latex,table_partition,158,629,25.1
LLM,Qwen3-30B-A3B-Instruct-2507,latex,table_first_cell,567,629,90.1
LLM,Qwen3-30B-A3B-Instruct-2507,latex,table_last_cell,377,629,59.9
LLM,Qwen3-30B-A3B-Instruct-2507,latex,size_detection,286,629,45.5
LLM,Qwen3-30B-A3B-Instruct-2507,latex,number_of_rows,322,629,51.2
LLM,Qwen3-30B-A3B-Instruct-2507,latex,number_of_columns,537,629,85.4
LLM,Qwen3-30B-A3B-Instruct-2507,latex,cell_lookup,178,629,28.3
LLM,Qwen3-30B-A3B-Instruct-2507,latex,reverse_lookup,57,629,9.1
LLM,Qwen3-30B-A3B-Instruct-2507,latex,column_retrieval,416,629,66.1
LLM,Qwen3-30B-A3B-Instruct-2507,latex,row_retrieval,11,629,1.7
LLM,Qwen3-30B-A3B-Instruct-2507,latex,OVERALL,2909,6290,46.2
LLM,TAMA-QWen3,html,table_partition,0,629,0.0
LLM,TAMA-QWen3,html,table_first_cell,0,629,0.0
LLM,TAMA-QWen3,html,table_last_cell,0,629,0.0
LLM,TAMA-QWen3,html,size_detection,9,629,1.4
LLM,TAMA-QWen3,html,number_of_rows,42,629,6.7
LLM,TAMA-QWen3,html,number_of_columns,150,629,23.8
LLM,TAMA-QWen3,html,cell_lookup,109,629,17.3
LLM,TAMA-QWen3,html,reverse_lookup,0,629,0.0
LLM,TAMA-QWen3,html,column_retrieval,0,629,0.0
LLM,TAMA-QWen3,html,row_retrieval,0,629,0.0
LLM,TAMA-QWen3,html,OVERALL,310,6290,4.9
LLM,TAMA-QWen3,markdown,table_partition,0,629,0.0
LLM,TAMA-QWen3,markdown,table_first_cell,0,629,0.0
LLM,TAMA-QWen3,markdown,table_last_cell,0,629,0.0
LLM,TAMA-QWen3,markdown,size_detection,0,629,0.0
LLM,TAMA-QWen3,markdown,number_of_rows,21,629,3.3
LLM,TAMA-QWen3,markdown,number_of_columns,87,629,13.8
LLM,TAMA-QWen3,markdown,cell_lookup,48,629,7.6
LLM,TAMA-QWen3,markdown,reverse_lookup,0,629,0.0
LLM,TAMA-QWen3,markdown,column_retrieval,0,629,0.0
LLM,TAMA-QWen3,markdown,row_retrieval,0,629,0.0
LLM,TAMA-QWen3,markdown,OVERALL,156,6290,2.5
LLM,TAMA-QWen3,latex,table_partition,0,629,0.0
LLM,TAMA-QWen3,latex,table_first_cell,0,629,0.0
LLM,TAMA-QWen3,latex,table_last_cell,0,629,0.0
LLM,TAMA-QWen3,latex,size_detection,5,629,0.8
LLM,TAMA-QWen3,latex,number_of_rows,8,629,1.3
LLM,TAMA-QWen3,latex,number_of_columns,186,629,29.6
LLM,TAMA-QWen3,latex,cell_lookup,56,629,8.9
LLM,TAMA-QWen3,latex,reverse_lookup,0,629,0.0
LLM,TAMA-QWen3,latex,column_retrieval,0,629,0.0
LLM,TAMA-QWen3,latex,row_retrieval,0,629,0.0
LLM,TAMA-QWen3,latex,OVERALL,255,6290,4.1
LLM,TableGPT2-7B,html,table_partition,126,629,20.0
LLM,TableGPT2-7B,html,table_first_cell,585,629,93.0
LLM,TableGPT2-7B,html,table_last_cell,421,629,66.9
LLM,TableGPT2-7B,html,size_detection,277,629,44.0
LLM,TableGPT2-7B,html,number_of_rows,308,629,49.0
LLM,TableGPT2-7B,html,number_of_columns,495,629,78.7
LLM,TableGPT2-7B,html,cell_lookup,85,629,13.5
LLM,TableGPT2-7B,html,reverse_lookup,78,629,12.4
LLM,TableGPT2-7B,html,column_retrieval,415,629,66.0
LLM,TableGPT2-7B,html,row_retrieval,29,629,4.6
LLM,TableGPT2-7B,html,OVERALL,2819,6290,44.8
LLM,TableGPT2-7B,markdown,table_partition,32,629,5.1
LLM,TableGPT2-7B,markdown,table_first_cell,418,629,66.5
LLM,TableGPT2-7B,markdown,table_last_cell,356,629,56.6
LLM,TableGPT2-7B,markdown,size_detection,253,629,40.2
LLM,TableGPT2-7B,markdown,number_of_rows,425,629,67.6
LLM,TableGPT2-7B,markdown,number_of_columns,321,629,51.0
LLM,TableGPT2-7B,markdown,cell_lookup,42,629,6.7
LLM,TableGPT2-7B,markdown,reverse_lookup,57,629,9.1
LLM,TableGPT2-7B,markdown,column_retrieval,306,629,48.6
LLM,TableGPT2-7B,markdown,row_retrieval,19,629,3.0
LLM,TableGPT2-7B,markdown,OVERALL,2229,6290,35.4
LLM,TableGPT2-7B,latex,table_partition,109,629,17.3
LLM,TableGPT2-7B,latex,table_first_cell,557,629,88.6
LLM,TableGPT2-7B,latex,table_last_cell,423,629,67.2
LLM,TableGPT2-7B,latex,size_detection,252,629,40.1
LLM,TableGPT2-7B,latex,number_of_rows,255,629,40.5
LLM,TableGPT2-7B,latex,number_of_columns,624,629,99.2
LLM,TableGPT2-7B,latex,cell_lookup,39,629,6.2
LLM,TableGPT2-7B,latex,reverse_lookup,45,629,7.2
LLM,TableGPT2-7B,latex,column_retrieval,357,629,56.8
LLM,TableGPT2-7B,latex,row_retrieval,34,629,5.4
LLM,TableGPT2-7B,latex,OVERALL,2695,6290,42.8
