pipeline,model,dataset,input_format,output_format,grits_top,grits_con,grits_precision_top,grits_recall_top,grits_precision_con,grits_recall_con,usable_rate,grits_top_valid_only,grits_con_valid_only,grits_top_zero_pen,grits_con_zero_pen,count
VLM,Qwen3-VL-8B-Instruct,tabfact,markdown,markdown,0.9991,0.9933,1.0,0.9984,0.9942,0.9926,1.0,0.9991,0.9933,0.9991,0.9933,124
VLM,Qwen3-VL-8B-Instruct,feverous,markdown,markdown,0.9978,0.9647,1.0,0.9959,0.9661,0.9635,1.0,0.9978,0.9647,0.9978,0.9647,76
VLM,Qwen3-VL-8B-Instruct,wikitq,markdown,latex,0.8955,0.8343,0.9516,0.8668,0.8794,0.8103,0.6983,0.986,0.944,0.6886,0.6592,179
VLM,Qwen3-VL-8B-Instruct,hybridqa,markdown,latex,0.9975,0.9764,1.0,0.9955,0.9785,0.9746,0.9257,0.9993,0.9793,0.9251,0.9065,148
VLM,Qwen3-VL-8B-Instruct,sqa,markdown,latex,0.999,0.9724,0.9995,0.9986,0.9728,0.972,0.9902,0.999,0.9722,0.9892,0.9627,102
VLM,Qwen3-VL-8B-Instruct,tabfact,markdown,latex,0.999,0.989,1.0,0.9982,0.99,0.9882,0.9194,0.9999,0.9899,0.9193,0.9101,124
VLM,Qwen3-VL-8B-Instruct,feverous,markdown,latex,0.9955,0.9177,0.9983,0.9932,0.92,0.9157,0.9079,0.9953,0.921,0.9036,0.8362,76
VLM,Qwen3-VL-8B-Instruct,wikitq,latex,html,0.9299,0.8784,0.9471,0.9461,0.8931,0.8872,1.0,0.9299,0.8784,0.9299,0.8784,179
VLM,Qwen3-VL-8B-Instruct,hybridqa,latex,html,0.9973,0.9858,0.9981,0.997,0.9866,0.9853,1.0,0.9973,0.9858,0.9973,0.9858,148
VLM,Qwen3-VL-8B-Instruct,sqa,latex,html,1.0,0.9925,1.0,1.0,0.9925,0.9925,1.0,1.0,0.9925,1.0,0.9925,102
VLM,Qwen3-VL-8B-Instruct,tabfact,latex,html,1.0,0.993,1.0,1.0,0.993,0.993,1.0,1.0,0.993,1.0,0.993,124
VLM,Qwen3-VL-8B-Instruct,feverous,latex,html,0.9893,0.9573,0.9952,0.985,0.9626,0.9534,1.0,0.9893,0.9573,0.9893,0.9573,76
VLM,Qwen3-VL-8B-Instruct,wikitq,latex,markdown,0.9444,0.8969,0.9436,0.9716,0.8974,0.9116,1.0,0.9444,0.8969,0.9444,0.8969,179
VLM,Qwen3-VL-8B-Instruct,hybridqa,latex,markdown,0.9962,0.9793,1.0,0.993,0.9825,0.9767,1.0,0.9962,0.9793,0.9962,0.9793,148
VLM,Qwen3-VL-8B-Instruct,sqa,latex,markdown,1.0,0.9693,1.0,1.0,0.9693,0.9693,1.0,1.0,0.9693,1.0,0.9693,102
VLM,Qwen3-VL-8B-Instruct,tabfact,latex,markdown,0.9991,0.9928,1.0,0.9984,0.9937,0.9921,1.0,0.9991,0.9928,0.9991,0.9928,124
VLM,Qwen3-VL-8B-Instruct,feverous,latex,markdown,0.9964,0.9571,1.0,0.9937,0.9601,0.955,1.0,0.9964,0.9571,0.9964,0.9571,76
VLM,Qwen3-VL-8B-Instruct,wikitq,latex,latex,0.89,0.8667,0.9154,0.8765,0.8879,0.8548,0.8994,0.9165,0.8957,0.8243,0.8057,179
VLM,Qwen3-VL-8B-Instruct,hybridqa,latex,latex,0.9964,0.982,0.9964,0.997,0.9822,0.9824,0.9459,0.9982,0.9869,0.9443,0.9336,148
VLM,Qwen3-VL-8B-Instruct,sqa,latex,latex,0.9993,0.996,0.9998,0.9989,0.9964,0.9955,1.0,0.9993,0.996,0.9993,0.996,102
VLM,Qwen3-VL-8B-Instruct,tabfact,latex,latex,0.9999,0.9955,1.0,0.9998,0.9956,0.9954,0.9758,0.9999,0.9956,0.9757,0.9715,124
VLM,Qwen3-VL-8B-Instruct,feverous,latex,latex,0.9916,0.9126,0.9958,0.9885,0.9159,0.9101,0.9342,0.9922,0.9203,0.927,0.8598,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,html,html,0.8079,0.6525,0.8206,0.8287,0.6537,0.6689,0.9777,0.8264,0.6674,0.8079,0.6525,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,html,html,0.9122,0.7893,0.9182,0.9199,0.7944,0.7918,0.9595,0.9507,0.8226,0.9122,0.7893,148
VLM,SmolVLM2-2.2B-Instruct,sqa,html,html,0.9134,0.8192,0.9092,0.9359,0.8173,0.8366,0.9804,0.9317,0.8356,0.9134,0.8192,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,html,html,0.9022,0.7857,0.9036,0.9089,0.7878,0.7895,0.9435,0.9562,0.8327,0.9022,0.7857,124
VLM,SmolVLM2-2.2B-Instruct,feverous,html,html,0.8267,0.6732,0.8517,0.8347,0.694,0.6753,0.9868,0.8377,0.6822,0.8267,0.6732,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,html,markdown,0.7979,0.6483,0.8001,0.8387,0.6509,0.6561,0.8715,0.8977,0.7306,0.7824,0.6367,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,html,markdown,0.9544,0.8308,0.9651,0.9691,0.8422,0.8364,0.9797,0.9717,0.8456,0.952,0.8285,148
VLM,SmolVLM2-2.2B-Instruct,sqa,html,markdown,0.9193,0.8054,0.9252,0.924,0.8097,0.8081,0.9314,0.9751,0.8538,0.9082,0.7952,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,html,markdown,0.8078,0.7239,0.8848,0.8193,0.7726,0.7301,0.8306,0.9375,0.8446,0.7788,0.7015,124
VLM,SmolVLM2-2.2B-Instruct,feverous,html,markdown,0.8611,0.7134,0.8892,0.8671,0.7393,0.7095,0.8947,0.9442,0.7864,0.8448,0.7036,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,html,latex,0.7125,0.6013,0.7657,0.6877,0.6419,0.5822,0.2793,0.8567,0.7495,0.2393,0.2094,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,html,latex,0.8601,0.7446,0.855,0.887,0.7397,0.7641,0.4527,0.9226,0.8134,0.4177,0.3682,148
VLM,SmolVLM2-2.2B-Instruct,sqa,html,latex,0.9062,0.7973,0.938,0.8859,0.8243,0.7798,0.3137,0.9094,0.8038,0.2853,0.2522,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,html,latex,0.8393,0.726,0.8644,0.8247,0.7476,0.7128,0.3306,0.9193,0.7947,0.304,0.2628,124
VLM,SmolVLM2-2.2B-Instruct,feverous,html,latex,0.733,0.5712,0.7286,0.7858,0.5691,0.6059,0.3947,0.805,0.6462,0.3178,0.2551,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,markdown,html,0.6375,0.5253,0.6728,0.6333,0.5432,0.5226,0.7765,0.8209,0.6765,0.6375,0.5253,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,markdown,html,0.6574,0.58,0.6648,0.685,0.5882,0.5825,0.7432,0.8845,0.7804,0.6574,0.58,148
VLM,SmolVLM2-2.2B-Instruct,sqa,markdown,html,0.6573,0.59,0.6563,0.6668,0.5909,0.5918,0.7059,0.9311,0.8358,0.6573,0.59,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,markdown,html,0.7498,0.6782,0.7524,0.7513,0.6799,0.6799,0.7823,0.9585,0.867,0.7498,0.6782,124
VLM,SmolVLM2-2.2B-Instruct,feverous,markdown,html,0.5859,0.4868,0.608,0.5928,0.4901,0.4902,0.7368,0.7952,0.6607,0.5859,0.4868,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,markdown,markdown,0.7402,0.5984,0.7717,0.7796,0.6025,0.6108,0.7709,0.8968,0.7275,0.6914,0.5609,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,markdown,markdown,0.8592,0.7478,0.9157,0.8945,0.8017,0.7486,0.9189,0.9268,0.8056,0.8516,0.7403,148
VLM,SmolVLM2-2.2B-Instruct,sqa,markdown,markdown,0.8184,0.7558,0.8357,0.8467,0.7631,0.7629,0.8431,0.9478,0.8789,0.7992,0.741,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,markdown,markdown,0.7105,0.647,0.8621,0.7037,0.7644,0.6413,0.6855,0.9733,0.9017,0.6672,0.6181,124
VLM,SmolVLM2-2.2B-Instruct,feverous,markdown,markdown,0.8479,0.7148,0.9173,0.847,0.7576,0.7042,0.8684,0.9444,0.7999,0.8201,0.6947,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,markdown,latex,0.7085,0.605,0.767,0.6808,0.6468,0.5836,0.2849,0.8617,0.7491,0.2455,0.2134,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,markdown,latex,0.7994,0.6836,0.7827,0.8405,0.6712,0.7152,0.5405,0.8502,0.7178,0.4595,0.388,148
VLM,SmolVLM2-2.2B-Instruct,sqa,markdown,latex,0.881,0.7727,0.9243,0.8573,0.8075,0.7502,0.3235,0.8441,0.7138,0.2731,0.2309,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,markdown,latex,0.7956,0.7252,0.8153,0.7843,0.7428,0.7152,0.3629,0.6826,0.6302,0.2477,0.2287,124
VLM,SmolVLM2-2.2B-Instruct,feverous,markdown,latex,0.7775,0.626,0.7912,0.8137,0.6379,0.653,0.3289,0.7676,0.6269,0.2525,0.2062,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,latex,html,0.7235,0.5685,0.7583,0.7613,0.584,0.579,0.9218,0.7849,0.6168,0.7235,0.5685,179
VLM,SmolVLM2-2.2B-Instruct,hybridqa,latex,html,0.8019,0.6636,0.7985,0.8731,0.6626,0.6818,0.9324,0.86,0.7117,0.8019,0.6636,148
VLM,SmolVLM2-2.2B-Instruct,sqa,latex,html,0.8726,0.7533,0.8838,0.886,0.7591,0.7603,0.951,0.9176,0.7921,0.8726,0.7533,102
VLM,SmolVLM2-2.2B-Instruct,tabfact,latex,html,0.8311,0.7324,0.8324,0.8411,0.7343,0.7375,0.879,0.9455,0.8332,0.8311,0.7324,124
VLM,SmolVLM2-2.2B-Instruct,feverous,latex,html,0.7439,0.5859,0.7697,0.7675,0.5979,0.587,0.9342,0.7963,0.6271,0.7439,0.5859,76
VLM,SmolVLM2-2.2B-Instruct,wikitq,latex,markdown,0.8127,0.6155,0.8235,0.8682,0.6185,0.6342,0.9127,0.8687,0.6592,0.7929,0.6017,126
VLM,SmolVLM2-2.2B-Instruct,hybridqa,latex,markdown,0.8374,0.6875,0.8644,0.9226,0.7041,0.6871,0.9659,0.8632,0.7091,0.8338,0.6849,88
VLM,SmolVLM2-2.2B-Instruct,sqa,latex,markdown,0.9059,0.7748,0.9157,0.9182,0.7747,0.777,0.9306,0.9552,0.8188,0.8889,0.7619,72
VLM,SmolVLM2-2.2B-Instruct,tabfact,latex,markdown,0.8778,0.7482,0.9267,0.9023,0.7716,0.7585,0.8841,0.9509,0.8128,0.8406,0.7185,69
VLM,SmolVLM2-2.2B-Instruct,feverous,latex,markdown,0.8471,0.6683,0.8782,0.835,0.683,0.6604,0.875,0.9289,0.7449,0.8128,0.6518,32
VLM,SmolVLM2-2.2B-Instruct,wikitq,latex,latex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2
VLM,SmolVLM2-2.2B-Instruct,hybridqa,latex,latex,1.0,0.8476,1.0,1.0,0.8476,0.8476,1.0,1.0,0.8476,1.0,0.8476,2
VLM,SmolVLM2-2.2B-Instruct,sqa,latex,latex,0.8269,0.6346,0.8958,0.7679,0.6875,0.5893,1.0,0.8269,0.6346,0.8269,0.6346,1
VLM,gemini-3-flash-preview,wikitq,html,html,0.0241,0.0228,0.0513,0.0218,0.034,0.0209,0.0562,0.4298,0.4056,0.0241,0.0228,178
VLM,gemini-3-flash-preview,hybridqa,html,html,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,1.0,1.0,0.0204,0.0204,147
VLM,gemini-3-flash-preview,sqa,html,html,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,1.0,1.0,0.0294,0.0294,102
VLM,gemini-3-flash-preview,tabfact,html,html,0.0484,0.0484,0.0484,0.0484,0.0484,0.0484,0.0484,1.0,1.0,0.0484,0.0484,124
VLM,gemini-3-flash-preview,feverous,html,html,0.1974,0.1963,0.1974,0.1974,0.1963,0.1963,0.1974,1.0,0.9944,0.1974,0.1963,76
VLM,gemini-3-flash-preview,wikitq,html,markdown,0.9009,0.8807,0.9857,0.8867,0.9308,0.8689,0.9888,0.9111,0.8907,0.9009,0.8807,179
VLM,gemini-3-flash-preview,hybridqa,html,markdown,0.9831,0.9775,0.9964,0.9797,0.99,0.9743,1.0,0.9831,0.9775,0.9831,0.9775,147
VLM,gemini-3-flash-preview,sqa,html,markdown,0.9731,0.9497,0.9879,0.9691,0.9609,0.9464,0.9902,0.9828,0.9591,0.9731,0.9497,102
VLM,gemini-3-flash-preview,tabfact,html,markdown,0.9703,0.9657,0.9905,0.9652,0.9804,0.9615,0.9919,0.9782,0.9736,0.9703,0.9657,124
VLM,gemini-3-flash-preview,feverous,html,markdown,0.9798,0.9614,0.9938,0.974,0.9735,0.9564,1.0,0.9798,0.9614,0.9798,0.9614,76
VLM,gemini-3-flash-preview,wikitq,html,latex,0.483,0.4787,0.5378,0.4751,0.5159,0.4713,0.6034,0.7816,0.774,0.4716,0.467,179
VLM,gemini-3-flash-preview,hybridqa,html,latex,0.6748,0.6684,0.6995,0.6688,0.6846,0.6637,0.777,0.8155,0.8101,0.6337,0.6295,148
VLM,gemini-3-flash-preview,sqa,html,latex,0.7358,0.7303,0.7764,0.7315,0.7373,0.7281,0.8922,0.822,0.8177,0.7334,0.7295,102
VLM,gemini-3-flash-preview,tabfact,html,latex,0.7293,0.7281,0.7342,0.728,0.7323,0.727,0.8468,0.8406,0.8393,0.7118,0.7107,124
VLM,gemini-3-flash-preview,feverous,html,latex,0.7122,0.7034,0.7492,0.712,0.7073,0.7044,0.8158,0.8709,0.8613,0.7105,0.7027,76
VLM,gemini-3-flash-preview,wikitq,markdown,html,0.759,0.7285,0.8425,0.7469,0.7865,0.7174,0.8547,0.888,0.8523,0.759,0.7285,179
VLM,gemini-3-flash-preview,hybridqa,markdown,html,0.8589,0.851,0.8815,0.8535,0.8719,0.846,0.8844,0.9712,0.9623,0.8589,0.851,147
VLM,gemini-3-flash-preview,sqa,markdown,html,0.9525,0.9329,0.96,0.9493,0.9403,0.9297,0.9608,0.9914,0.971,0.9525,0.9329,102
VLM,gemini-3-flash-preview,tabfact,markdown,html,0.9322,0.9302,0.9475,0.9273,0.9456,0.9254,0.9516,0.9796,0.9775,0.9322,0.9302,124
VLM,gemini-3-flash-preview,feverous,markdown,html,0.8987,0.883,0.9273,0.8909,0.91,0.8755,0.9342,0.962,0.9452,0.8987,0.883,76
VLM,gemini-3-flash-preview,wikitq,markdown,markdown,0.9035,0.8798,0.9888,0.8905,0.933,0.8689,0.9888,0.9128,0.8889,0.9026,0.879,179
VLM,gemini-3-flash-preview,hybridqa,markdown,markdown,0.9797,0.9731,1.0,0.975,0.9915,0.9687,1.0,0.9797,0.9731,0.9797,0.9731,147
VLM,gemini-3-flash-preview,sqa,markdown,markdown,0.9998,0.9997,1.0,0.9996,0.9999,0.9995,1.0,0.9998,0.9997,0.9998,0.9997,102
VLM,gemini-3-flash-preview,tabfact,markdown,markdown,0.9936,0.9928,1.0,0.9929,0.9972,0.9923,1.0,0.9936,0.9928,0.9936,0.9928,124
VLM,gemini-3-flash-preview,feverous,markdown,markdown,0.997,0.9814,1.0,0.9952,0.9841,0.9796,1.0,0.997,0.9814,0.997,0.9814,76
VLM,gemini-3-flash-preview,wikitq,markdown,latex,0.362,0.3572,0.3737,0.357,0.3734,0.3519,0.6592,0.5394,0.5307,0.3556,0.3499,179
VLM,gemini-3-flash-preview,hybridqa,markdown,latex,0.5135,0.5117,0.5135,0.5135,0.5117,0.5117,0.8108,0.625,0.6228,0.5068,0.505,148
VLM,gemini-3-flash-preview,sqa,markdown,latex,0.6373,0.6283,0.6373,0.6373,0.6283,0.6283,0.9118,0.6882,0.6785,0.6275,0.6187,102
VLM,gemini-3-flash-preview,tabfact,markdown,latex,0.5963,0.595,0.596,0.5968,0.5946,0.5954,0.879,0.6422,0.6407,0.5645,0.5632,124
VLM,gemini-3-flash-preview,feverous,markdown,latex,0.5388,0.5284,0.5395,0.5382,0.529,0.5278,0.8158,0.6605,0.6477,0.5388,0.5284,76
VLM,gemini-3-flash-preview,wikitq,latex,html,0.5376,0.501,0.7183,0.5037,0.6111,0.4769,0.7486,0.7181,0.6693,0.5376,0.501,179
VLM,gemini-3-flash-preview,hybridqa,latex,html,0.7412,0.7377,0.7654,0.7357,0.76,0.7326,0.7687,0.9642,0.9596,0.7412,0.7377,147
VLM,gemini-3-flash-preview,sqa,latex,html,0.7155,0.7111,0.7246,0.712,0.7201,0.7076,0.7255,0.9863,0.9801,0.7155,0.7111,102
VLM,gemini-3-flash-preview,tabfact,latex,html,0.6471,0.6468,0.6646,0.6426,0.6634,0.6423,0.6694,0.9668,0.9662,0.6471,0.6468,124
VLM,gemini-3-flash-preview,feverous,latex,html,0.6212,0.6061,0.6542,0.611,0.6363,0.5969,0.6579,0.9442,0.9213,0.6212,0.6061,76
VLM,gemini-3-flash-preview,wikitq,latex,markdown,0.7986,0.7524,0.9835,0.766,0.8621,0.7299,0.9721,0.81,0.7689,0.7874,0.7474,179
VLM,gemini-3-flash-preview,hybridqa,latex,markdown,0.9716,0.9638,1.0,0.9651,0.9895,0.9579,1.0,0.9716,0.9638,0.9716,0.9638,147
VLM,gemini-3-flash-preview,sqa,latex,markdown,0.9922,0.9656,1.0,0.9887,0.9728,0.9624,1.0,0.9922,0.9656,0.9922,0.9656,102
VLM,gemini-3-flash-preview,tabfact,latex,markdown,0.9865,0.9832,1.0,0.9833,0.9937,0.9804,1.0,0.9865,0.9832,0.9865,0.9832,124
VLM,gemini-3-flash-preview,feverous,latex,markdown,0.9865,0.9673,1.0,0.9822,0.9789,0.9635,1.0,0.9865,0.9673,0.9865,0.9673,76
VLM,gemini-3-flash-preview,wikitq,latex,latex,0.3745,0.3716,0.3799,0.3744,0.3716,0.3716,0.514,0.7174,0.7122,0.3687,0.3661,179
VLM,gemini-3-flash-preview,hybridqa,latex,latex,0.6486,0.6472,0.6486,0.6486,0.6472,0.6472,0.7973,0.7881,0.7864,0.6284,0.627,148
VLM,gemini-3-flash-preview,sqa,latex,latex,0.6814,0.676,0.6832,0.6803,0.6775,0.6752,0.8922,0.7637,0.7578,0.6814,0.676,102
VLM,gemini-3-flash-preview,tabfact,latex,latex,0.6694,0.6692,0.6694,0.6694,0.6692,0.6692,0.871,0.7685,0.7684,0.6694,0.6692,124
VLM,gemini-3-flash-preview,feverous,latex,latex,0.6316,0.6113,0.6316,0.6316,0.6113,0.6113,0.8158,0.7742,0.7493,0.6316,0.6113,76
VLM,gemma_3-12B-IT,wikitq,html,html,0.8842,0.701,0.9235,0.8723,0.7119,0.6977,1.0,0.8842,0.701,0.8842,0.701,179
VLM,gemma_3-12B-IT,hybridqa,html,html,0.955,0.816,0.9592,0.96,0.8131,0.8241,1.0,0.955,0.816,0.955,0.816,148
VLM,gemma_3-12B-IT,sqa,html,html,0.9696,0.8836,0.9704,0.9758,0.8842,0.887,1.0,0.9696,0.8836,0.9696,0.8836,102
VLM,gemma_3-12B-IT,tabfact,html,html,0.9601,0.8213,0.9592,0.9677,0.8193,0.8288,1.0,0.9601,0.8213,0.9601,0.8213,124
VLM,gemma_3-12B-IT,feverous,html,html,0.9447,0.7784,0.9487,0.9478,0.779,0.7823,1.0,0.9447,0.7784,0.9447,0.7784,76
VLM,gemma_3-12B-IT,wikitq,html,markdown,0.9057,0.6981,0.9371,0.8992,0.7093,0.6969,0.9832,0.9156,0.7081,0.9003,0.6962,179
VLM,gemma_3-12B-IT,hybridqa,html,markdown,0.9658,0.8271,0.9632,0.9759,0.8237,0.8345,1.0,0.9658,0.8271,0.9658,0.8271,148
VLM,gemma_3-12B-IT,sqa,html,markdown,0.976,0.8637,0.9744,0.982,0.8619,0.8681,1.0,0.976,0.8637,0.976,0.8637,102
VLM,gemma_3-12B-IT,tabfact,html,markdown,0.9718,0.8407,0.961,0.987,0.8319,0.8528,0.9919,0.9741,0.8427,0.9663,0.8359,124
VLM,gemma_3-12B-IT,feverous,html,markdown,0.9505,0.768,0.9449,0.9728,0.7678,0.7802,1.0,0.9505,0.768,0.9505,0.768,76
VLM,gemma_3-12B-IT,wikitq,html,latex,0.8091,0.6343,0.875,0.7886,0.6705,0.623,0.7877,0.8547,0.6711,0.6732,0.5286,179
VLM,gemma_3-12B-IT,hybridqa,html,latex,0.9419,0.7965,0.9382,0.9547,0.7935,0.8059,0.8378,0.9585,0.8246,0.8031,0.6909,148
VLM,gemma_3-12B-IT,sqa,html,latex,0.9486,0.8518,0.9484,0.9615,0.8535,0.8588,0.8137,0.9524,0.8689,0.775,0.7071,102
VLM,gemma_3-12B-IT,tabfact,html,latex,0.9535,0.8132,0.9486,0.9643,0.8098,0.8211,0.7742,0.9607,0.8233,0.7438,0.6374,124
VLM,gemma_3-12B-IT,feverous,html,latex,0.9398,0.7595,0.9294,0.9631,0.7547,0.7715,0.8289,0.9526,0.7863,0.7897,0.6518,76
VLM,gemma_3-12B-IT,wikitq,markdown,html,0.9153,0.7112,0.9684,0.8913,0.7289,0.7009,1.0,0.9153,0.7112,0.9153,0.7112,179
VLM,gemma_3-12B-IT,hybridqa,markdown,html,0.9662,0.8081,0.9789,0.962,0.8097,0.8085,1.0,0.9662,0.8081,0.9662,0.8081,148
VLM,gemma_3-12B-IT,sqa,markdown,html,0.9756,0.8673,0.9803,0.9767,0.8711,0.8655,1.0,0.9756,0.8673,0.9756,0.8673,102
VLM,gemma_3-12B-IT,tabfact,markdown,html,0.9753,0.8518,0.9853,0.9702,0.8591,0.8485,1.0,0.9753,0.8518,0.9753,0.8518,124
VLM,gemma_3-12B-IT,feverous,markdown,html,0.945,0.804,0.9656,0.9368,0.8177,0.7946,1.0,0.945,0.804,0.945,0.804,76
VLM,gemma_3-12B-IT,wikitq,markdown,markdown,0.9204,0.7137,0.9525,0.9213,0.7234,0.7133,0.9832,0.9355,0.7258,0.9198,0.7136,179
VLM,gemma_3-12B-IT,hybridqa,markdown,markdown,0.9622,0.8158,0.9754,0.9657,0.8177,0.8177,1.0,0.9622,0.8158,0.9622,0.8158,148
VLM,gemma_3-12B-IT,sqa,markdown,markdown,0.9886,0.8995,0.9903,0.9879,0.9013,0.8982,1.0,0.9886,0.8995,0.9886,0.8995,102
VLM,gemma_3-12B-IT,tabfact,markdown,markdown,0.9835,0.8709,0.988,0.9808,0.874,0.8691,1.0,0.9835,0.8709,0.9835,0.8709,124
VLM,gemma_3-12B-IT,feverous,markdown,markdown,0.9691,0.7848,0.987,0.959,0.7964,0.7781,1.0,0.9691,0.7848,0.9691,0.7848,76
VLM,gemma_3-12B-IT,wikitq,markdown,latex,0.8313,0.6519,0.9144,0.7936,0.696,0.6292,0.7877,0.8626,0.6941,0.6795,0.5468,179
VLM,gemma_3-12B-IT,hybridqa,markdown,latex,0.9518,0.7891,0.971,0.9395,0.8023,0.7803,0.8784,0.9578,0.797,0.8413,0.7001,148
VLM,gemma_3-12B-IT,sqa,markdown,latex,0.9571,0.8502,0.9726,0.95,0.8648,0.8409,0.8137,0.9557,0.8573,0.7776,0.6976,102
VLM,gemma_3-12B-IT,tabfact,markdown,latex,0.9654,0.8462,0.9667,0.9698,0.8479,0.8483,0.7097,0.9663,0.8415,0.6857,0.5972,124
VLM,gemma_3-12B-IT,feverous,markdown,latex,0.9575,0.7648,0.9773,0.9446,0.7817,0.7529,0.8684,0.9576,0.7836,0.8316,0.6805,76
VLM,gemma_3-12B-IT,wikitq,latex,html,0.8723,0.6655,0.9318,0.8558,0.6915,0.6567,1.0,0.8723,0.6655,0.8723,0.6655,179
VLM,gemma_3-12B-IT,hybridqa,latex,html,0.9688,0.7976,0.975,0.9698,0.7987,0.7986,1.0,0.9688,0.7976,0.9688,0.7976,148
VLM,gemma_3-12B-IT,sqa,latex,html,0.9834,0.868,0.9839,0.9853,0.8667,0.8708,1.0,0.9834,0.868,0.9834,0.868,102
VLM,gemma_3-12B-IT,tabfact,latex,html,0.9753,0.8533,0.9777,0.9767,0.8543,0.8544,1.0,0.9753,0.8533,0.9753,0.8533,124
VLM,gemma_3-12B-IT,feverous,latex,html,0.9354,0.7589,0.9465,0.9341,0.7678,0.7546,1.0,0.9354,0.7589,0.9354,0.7589,76
VLM,gemma_3-12B-IT,wikitq,latex,markdown,0.8984,0.6698,0.9181,0.9135,0.6782,0.6735,0.9832,0.9137,0.6812,0.8984,0.6698,179
VLM,gemma_3-12B-IT,hybridqa,latex,markdown,0.971,0.7972,0.9801,0.9704,0.7998,0.7962,1.0,0.971,0.7972,0.971,0.7972,148
VLM,gemma_3-12B-IT,sqa,latex,markdown,0.9596,0.8303,0.957,0.9701,0.8258,0.8381,0.9902,0.9649,0.8365,0.9555,0.8283,102
VLM,gemma_3-12B-IT,tabfact,latex,markdown,0.9801,0.8654,0.9818,0.9811,0.8658,0.8669,0.9919,0.9808,0.8683,0.9729,0.8613,124
VLM,gemma_3-12B-IT,feverous,latex,markdown,0.9326,0.7478,0.9378,0.9388,0.7545,0.7442,0.9868,0.945,0.7578,0.9326,0.7478,76
VLM,gemma_3-12B-IT,wikitq,latex,latex,0.8183,0.6417,0.8965,0.7887,0.6795,0.6243,0.7821,0.8508,0.6764,0.6654,0.529,179
VLM,gemma_3-12B-IT,hybridqa,latex,latex,0.9282,0.7727,0.9464,0.9193,0.7869,0.7643,0.8514,0.9481,0.7902,0.8072,0.6728,148
VLM,gemma_3-12B-IT,sqa,latex,latex,0.9448,0.8378,0.9471,0.9588,0.8463,0.8372,0.7255,0.9496,0.8529,0.6889,0.6187,102
VLM,gemma_3-12B-IT,tabfact,latex,latex,0.9591,0.8252,0.9557,0.969,0.8213,0.833,0.7984,0.9581,0.8244,0.7649,0.6582,124
VLM,gemma_3-12B-IT,feverous,latex,latex,0.9211,0.7364,0.9207,0.9313,0.7401,0.738,0.8684,0.9316,0.7497,0.809,0.6511,76
VLM,gemma_3-27B-IT,wikitq,html,html,0.9255,0.7672,0.9632,0.914,0.7796,0.7622,1.0,0.9255,0.7672,0.9255,0.7672,179
VLM,gemma_3-27B-IT,hybridqa,html,html,0.9857,0.8889,0.9886,0.9844,0.8907,0.8881,1.0,0.9857,0.8889,0.9857,0.8889,148
VLM,gemma_3-27B-IT,sqa,html,html,0.9915,0.9335,0.9887,0.9957,0.9317,0.9361,1.0,0.9915,0.9335,0.9915,0.9335,102
VLM,gemma_3-27B-IT,tabfact,html,html,0.9869,0.9042,0.988,0.987,0.9049,0.9044,1.0,0.9869,0.9042,0.9869,0.9042,124
VLM,gemma_3-27B-IT,feverous,html,html,0.9693,0.8493,0.9762,0.9638,0.8531,0.8464,1.0,0.9693,0.8493,0.9693,0.8493,76
VLM,gemma_3-27B-IT,wikitq,html,markdown,0.9374,0.7499,0.9653,0.9374,0.752,0.7533,1.0,0.9374,0.7499,0.9374,0.7499,179
VLM,gemma_3-27B-IT,hybridqa,html,markdown,0.963,0.8761,0.9574,0.9878,0.8739,0.8883,1.0,0.963,0.8761,0.963,0.8761,148
VLM,gemma_3-27B-IT,sqa,html,markdown,0.9907,0.9113,0.9854,0.9981,0.9086,0.915,1.0,0.9907,0.9113,0.9907,0.9113,102
VLM,gemma_3-27B-IT,tabfact,html,markdown,0.9839,0.8951,0.9792,0.99,0.892,0.8993,0.9919,0.984,0.8966,0.9761,0.8894,124
